SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,EVI,NBR,NDMI,NDWI,NDBI,NDBaI,elevation,classvalue,sample
12320.0,13772.0,14733.0,15464.0,15602.0,14797.0,0.1594259792375469,0.022041571659892272,-0.0044421554110603235,-0.05787385415241483,0.0044421554110603235,0.0264811342478371,941,1,train
12241.0,13772.0,14629.0,15270.0,15329.0,14666.0,0.14260289210233593,0.020176376269374664,-0.0019281675871760514,-0.05158046966462365,0.0019281675871760514,0.022103683947324555,941,1,train
12002.0,13630.0,14291.0,15596.0,14966.0,14536.0,0.2880031779661017,0.03517854772335059,0.020613834173156206,-0.06726887018408266,-0.020613834173156206,0.014575283031658871,941,1,train
12180.0,13904.0,14618.0,15402.0,15421.0,14797.0,0.16665249553609388,0.02003377595284612,-6.164228011549817E-4,-0.051115812461611954,6.164228011549817E-4,0.020649943742140447,942,1,train
12250.0,13851.0,14502.0,15270.0,15421.0,14797.0,0.18447348193697155,0.015731532909834704,-0.004920009123195725,-0.04872772226228495,0.004920009123195725,0.020649943742140447,942,1,train
12334.0,13979.0,14654.0,15535.0,15511.0,14756.0,0.20104974897307165,0.02571720973226371,7.730464472073697E-4,-0.05272074269838043,-7.730464472073697E-4,0.024944659199788548,942,1,train
12248.0,14041.0,14734.0,15727.0,15511.0,14929.0,0.20228976531942633,0.02603079331941545,0.006914655227607401,-0.05663800053748992,-0.006914655227607401,0.01911957950065703,941,1,train
11992.0,13493.0,14104.0,15387.0,15242.0,14219.0,0.31845710881652106,0.03945146254137675,0.0047340755493160075,-0.06558171745152355,-0.0047340755493160075,0.0347238722378738,941,1,train
12460.0,13979.0,14654.0,15655.0,15159.0,14575.0,0.2470384995064166,0.03572609990076083,0.01609657947686117,-0.056556657892960785,-0.01609657947686117,0.01964081522835811,942,1,train
12303.0,13851.0,14654.0,15270.0,15421.0,14801.0,0.14099336232547494,0.015596421801735892,-0.004920009123195725,-0.04872772226228495,0.004920009123195725,0.020514856726887697,941,1,train
12008.0,13572.0,14314.0,15201.0,15148.0,14406.0,0.20111554507527662,0.02685175803019556,0.0017463507858578536,-0.05661557710353456,-0.0017463507858578536,0.02510658455708195,942,1,train
12125.0,13594.0,14314.0,15005.0,15195.0,14544.0,0.17357447877417734,0.015601204778503503,-0.006291390728476821,-0.04933738941921046,0.006291390728476821,0.021890446887924946,942,1,train
12056.0,13487.0,14209.0,14872.0,14966.0,14150.0,0.17075306479859895,0.02487767900213631,-0.0031503451973992893,-0.04883811135794633,0.0031503451973992893,0.028025827723588404,942,1,train
11867.0,13081.0,13650.0,14341.0,14556.0,13773.0,0.23862145175771807,0.020203457352208864,-0.007440218707824342,-0.04594850849682736,0.007440218707824342,0.02763952133855766,939,1,train
12180.0,13838.0,14618.0,15137.0,15007.0,14544.0,0.11286534446764092,0.019979111215929383,0.004312632696390658,-0.044831751509922343,-0.004312632696390658,0.01566782849988156,940,1,train
12180.0,13838.0,14618.0,15137.0,15007.0,14544.0,0.11286534446764092,0.019979111215929383,0.004312632696390658,-0.044831751509922343,-0.004312632696390658,0.01566782849988156,940,1,train
11808.0,13218.0,13985.0,14474.0,14646.0,14144.0,0.12442748091603054,0.011531204137256272,-0.005906593406593406,-0.04535605951177235,0.005906593406593406,0.017436609934004862,939,1,train
11908.0,13335.0,14096.0,14674.0,14556.0,14144.0,0.14535760989840057,0.018391283225761678,0.0040369483407458094,-0.04780606233710593,-0.0040369483407458094,0.014355400696864112,940,1,train
12091.0,13629.0,14320.0,15201.0,15279.0,14544.0,0.21097753723837348,0.022087745839636914,-0.002559055118110236,-0.05452653485952133,0.002559055118110236,0.02464540790664923,940,1,train
12042.0,13304.0,13985.0,14739.0,14693.0,14158.0,0.22615476904619075,0.020105893345329966,0.0015629247078010329,-0.05117141532646293,-0.0015629247078010329,0.01854355135003986,940,1,train
12237.0,13508.0,14284.0,14883.0,15431.0,14676.0,0.16996765223313093,0.007002943266010352,-0.018077455960942138,-0.048430840759395584,0.018077455960942138,0.025077224565715615,1054,1,train
12304.0,13365.0,13936.0,14750.0,15249.0,14545.0,0.3343190405782816,0.006997781191329579,-0.016633887796259874,-0.04926195980793171,0.016633887796259874,0.02362891857420957,1054,1,train
12423.0,13935.0,14864.0,15946.0,15977.0,15330.0,0.22619893799389557,0.019695613249776187,-9.710866773172947E-4,-0.0673002911549145,9.710866773172947E-4,0.020666304660299614,1055,1,train
12771.0,14607.0,15485.0,16210.0,16341.0,15330.0,0.1358848446227087,0.027901077996195307,-0.004024453933826918,-0.05201674400493234,0.004024453933826918,0.03192194752297054,1055,1,train
12522.0,14129.0,14750.0,15946.0,15795.0,15068.0,0.2838966957842765,0.0283097955761914,0.004757254024762925,-0.06041562759767249,-0.004757254024762925,0.023555713961701714,1055,1,train
12074.0,13508.0,14169.0,14883.0,14975.0,14676.0,0.19105212458525098,0.007002943266010352,-0.0030812512559448054,-0.048430840759395584,0.0030812512559448054,0.010083976931638056,1055,1,train
12370.0,13650.0,14400.0,15282.0,15613.0,14647.0,0.2475303098338572,0.021216879949213136,-0.010713707719695743,-0.05640812940688511,0.010713707719695743,0.03192333113020489,1056,1,train
12702.0,14219.0,14980.0,15680.0,16069.0,15199.0,0.16996891996891997,0.015576929304705464,-0.012252354404863145,-0.04886451051874645,0.012252354404863145,0.027823973391326595,1055,1,train
12397.0,13935.0,14633.0,15282.0,15613.0,15068.0,0.16058791507893305,0.007051070840197694,-0.010713707719695743,-0.046103296026286066,0.010713707719695743,0.017763436654607084,1056,1,train
12215.0,13794.0,14518.0,15416.0,15524.0,14284.0,0.20572737686139747,0.038114478114478115,-0.003490627020038785,-0.05552892844916125,0.003490627020038785,0.04159957058507783,1059,1,train
12335.0,13889.0,14623.0,15150.0,15068.0,14404.0,0.12696959475738448,0.025241930026392367,0.0027136144020120457,-0.043424360342987016,-0.0027136144020120457,0.02252985884907709,1060,1,train
12023.0,12934.0,13587.0,14485.0,15067.0,14022.0,0.3847142489932311,0.016241624864068476,-0.019694098538170005,-0.05656661439148036,0.019694098538170005,0.035924232527759635,1048,1,train
11705.0,12799.0,13354.0,14618.0,14156.0,13760.0,0.45431672776939114,0.030234688843470293,0.01605616181274762,-0.0663456979246453,-0.01605616181274762,0.01418541338300616,1050,1,train
12002.0,13484.0,14168.0,15282.0,15249.0,14283.0,0.2710198520825224,0.033789954337899546,0.0010808686253316302,-0.06250434540777307,-0.0010808686253316302,0.03271028037383177,1051,1,train
12075.0,13509.0,14285.0,15018.0,15614.0,14677.0,0.1802488565386318,0.011483414716282203,-0.019456777226429876,-0.052897255231885584,0.019456777226429876,0.03093328051236341,1063,1,train
12116.0,13075.0,13818.0,14485.0,14975.0,13998.0,0.25559472716125076,0.017097918056384512,-0.016632722335369995,-0.0511611030478955,0.016632722335369995,0.03372105063334829,1043,1,train
12116.0,13075.0,13818.0,14485.0,14975.0,13998.0,0.25559472716125076,0.017097918056384512,-0.016632722335369995,-0.0511611030478955,0.016632722335369995,0.03372105063334829,1044,1,train
12100.0,13504.0,14118.0,15016.0,14884.0,14022.0,0.2501392757660167,0.034231007645154625,0.004414715719063545,-0.053015427769985975,-0.004414715719063545,0.029820798450148758,1042,1,train
12100.0,13504.0,14118.0,15016.0,14884.0,14022.0,0.2501392757660167,0.034231007645154625,0.004414715719063545,-0.053015427769985975,-0.004414715719063545,0.029820798450148758,1044,1,train
11690.0,13094.0,13485.0,14618.0,14520.0,13552.0,0.36064425770308123,0.037841675541356055,0.0033633056489807125,-0.054994226327944574,-0.0033633056489807125,0.034482758620689655,1044,1,train
11703.0,12932.0,13352.0,13820.0,13609.0,12975.0,0.18991964937910885,0.03153573427878335,0.007692588136643698,-0.03319377990430622,-0.007692588136643698,0.023848931688233523,1043,1,train
12578.0,13920.0,14472.0,14352.0,14777.0,14161.0,-0.043795620437956206,0.006698698839126013,-0.014590270864087335,-0.015280135823429542,0.014590270864087335,0.021286889211417512,1043,1,train
12232.0,13647.0,14167.0,14485.0,14349.0,13917.0,0.10260712441920496,0.01999859164847546,0.004716653950197683,-0.029788141618086166,-0.004716653950197683,0.01528337932498408,1043,1,train
12232.0,13647.0,14167.0,14485.0,14349.0,13917.0,0.10260712441920496,0.01999859164847546,0.004716653950197683,-0.029788141618086166,-0.004716653950197683,0.01528337932498408,1043,1,train
12017.0,13057.0,13463.0,14086.0,14091.0,13561.0,0.3287598944591029,0.018989402105110863,-1.7744969301203108E-4,-0.037910326787753745,1.7744969301203108E-4,0.01916678721249819,1042,1,train
12112.0,13222.0,14012.0,14527.0,14520.0,14414.0,0.16591494845360824,0.0039044953526139385,2.409887423830344E-4,-0.047028721755738946,-2.409887423830344E-4,0.00366351005737195,1038,1,train
12139.0,13217.0,13817.0,14352.0,14884.0,14281.0,0.2152917505030181,0.002479656340586037,-0.01819674374059379,-0.041169429431607965,0.01819674374059379,0.020675467169552545,1038,1,train
12430.0,13782.0,14221.0,14553.0,14338.0,14166.0,0.1247182569496619,0.01347539956126606,0.007441763871101727,-0.027210164107993647,-0.007441763871101727,0.006034240808307606,1039,1,train
12638.0,14384.0,15113.0,15546.0,15017.0,14681.0,0.09462412587412587,0.02861679955007113,0.0173085102902202,-0.0388239224858002,-0.0173085102902202,0.011313893191460705,1039,1,train
12201.0,13738.0,14185.0,15212.0,14745.0,14166.0,0.2912483693494413,0.03560487439580638,0.01558901091564576,-0.050915371329879104,-0.01558901091564576,0.020026979350420256,1039,1,train
12076.0,13350.0,14012.0,14652.0,14703.0,13795.0,0.19619865113427346,0.030126199599254753,-0.0017373530914665304,-0.04649667880865652,0.0017373530914665304,0.03186188504456453,1040,1,train
12134.0,13074.0,13469.0,13687.0,13792.0,13238.0,0.15584786960251645,0.016675951717734446,-0.0038210997488991594,-0.02290646836814768,0.0038210997488991594,0.02049574546799852,1040,1,train
12367.0,14010.0,14677.0,15016.0,14975.0,14522.0,0.08207040139447054,0.016724219649265352,0.0013670767897035778,-0.03465858196100048,-0.0013670767897035778,0.015357493982438892,1039,1,train
12112.0,13577.0,14288.0,14684.0,14927.0,14163.0,0.10341585709808837,0.01806080354976254,-0.00820640978014927,-0.03917058844343795,0.00820640978014927,0.026263320728772774,1039,1,train
12139.0,13480.0,14117.0,14352.0,14774.0,13892.0,0.07332293291731669,0.016286644951140065,-0.014488772917668064,-0.03133084219603334,0.014488772917668064,0.030768157399009278,1039,1,train
12076.0,13738.0,14050.0,14485.0,14703.0,14153.0,0.1323636806231743,0.011592988337174384,-0.00746882280389201,-0.026467774510151296,0.00746882280389201,0.019060160798447464,1038,1,train
12344.0,13738.0,14398.0,15016.0,14975.0,14296.0,0.17507082152974504,0.024563318777292575,0.0013670767897035778,-0.04444599012311331,-0.0013670767897035778,0.023197020942229512,1037,1,train
12234.0,13646.0,14491.0,14883.0,14975.0,14022.0,0.09727047146401985,0.029787234042553193,-0.0030812512559448054,-0.04335938869220793,0.0030812512559448054,0.0328654688416043,1036,1,train
12014.0,13504.0,14050.0,14352.0,14022.0,13524.0,0.0883247543284979,0.0297029702970297,0.011630365827870586,-0.030442274554853533,-0.011630365827870586,0.018078849923763886,1037,1,train
12202.0,13789.0,14515.0,15016.0,15431.0,14810.0,0.11824962235649547,0.00690672567558506,-0.013630242716852235,-0.04259677139385523,0.013630242716852235,0.02053503521708938,1039,1,train
12164.0,13646.0,14282.0,15016.0,15067.0,14545.0,0.19358582128916552,0.01593315517066405,-0.0016953096433201477,-0.04779847882213384,0.0016953096433201477,0.01762798865324868,1038,1,train
11964.0,13233.0,13801.0,14485.0,13974.0,13629.0,0.22613065326633167,0.030447463896990823,0.01795565550440985,-0.04516920412728191,-0.01795565550440985,0.012498641452016086,1036,1,train
12244.0,14089.0,14986.0,16742.0,16887.0,16095.0,0.2960415402252343,0.019703383378505954,-0.004311754735496149,-0.08604975511660341,0.004311754735496149,0.024013098053483718,1073,1,train
12687.0,14639.0,15806.0,17394.0,17947.0,16593.0,0.23245601194484294,0.023567834760349547,-0.01564754817350952,-0.08600505728467518,0.01564754817350952,0.03920092646207296,1074,1,train
12551.0,14399.0,15176.0,16524.0,17434.0,16476.0,0.2505855671636242,0.0014545454545454545,-0.026797809058248426,-0.06871907641561298,0.026797809058248426,0.028251253317605425,1075,1,train
12533.0,14373.0,15218.0,16610.0,16887.0,16107.0,0.24997306324749488,0.015374270257052909,-0.00826939725945607,-0.07220088435593712,0.00826939725945607,0.02364066193853428,1074,1,train
12514.0,14267.0,15455.0,16344.0,16920.0,16107.0,0.14602496714848884,0.007303318849958398,-0.017316017316017316,-0.06785142595798896,0.017316017316017316,0.024616223090198928,1073,1,train
13006.0,15012.0,16330.0,17145.0,17776.0,16593.0,0.11589215630510209,0.016361372932598258,-0.018069356547636094,-0.06633081444164568,0.018069356547636094,0.03442055340568535,1074,1,train
12815.0,14516.0,15448.0,16212.0,16887.0,16245.0,0.1493529342768894,-0.0010167298271559293,-0.020393365358470045,-0.05519395990627441,0.020393365358470045,0.019377037305324158,1075,1,train
12393.0,13884.0,14546.0,15947.0,15977.0,15180.0,0.3408261567654357,0.02464098692453497,-9.397318631750407E-4,-0.0691562468572961,9.397318631750407E-4,0.02558012645633405,1075,1,train
12611.0,14231.0,14966.0,16080.0,16341.0,15460.0,0.2465801938996857,0.019657577679137603,-0.008050337744054779,-0.061000956748375176,0.008050337744054779,0.027703531335492595,1075,1,train
12324.0,14231.0,14869.0,16267.0,16250.0,15721.0,0.26777505363162735,0.01706890083781418,5.228034566534428E-4,-0.0667584759656371,-5.228034566534428E-4,0.016546245034562573,1076,1,train
12481.0,14208.0,15663.0,17573.0,18065.0,16991.0,0.26609824737384713,0.01683832889711839,-0.013805488523486167,-0.1058808722192505,0.013805488523486167,0.030636695572797808,956,1,train
12470.0,14739.0,15908.0,17648.0,17793.0,16502.0,0.22225628448804413,0.03355783308931186,-0.004091306678705454,-0.08981998950196066,0.004091306678705454,0.03764397142440589,956,1,train
12755.0,14634.0,16129.0,17296.0,17975.0,16932.0,0.15848656870467448,0.01063456818978614,-0.019250942700802357,-0.08336987159411212,0.019250942700802357,0.029879393817858882,956,1,train
12125.0,13990.0,15197.0,17397.0,18339.0,16633.0,0.31174720136035144,0.022450778724654716,-0.02635997313633311,-0.1085481250199127,0.02635997313633311,0.04878188264897632,955,1,train
14194.0,16093.0,17437.0,18869.0,18702.0,17809.0,0.21013089158889475,0.028900158132940727,0.004444917622634478,-0.07940049196270237,-0.004444917622634478,0.02445838240530251,957,1,train
15218.0,17458.0,18776.0,20231.0,19346.0,18723.0,0.1939689649656055,0.03871232736047646,0.0223614725724537,-0.07357584441083605,-0.0223614725724537,0.0163650214084951,957,1,train
15218.0,17458.0,18776.0,20231.0,19346.0,18723.0,0.1939689649656055,0.03871232736047646,0.0223614725724537,-0.07357584441083605,-0.0223614725724537,0.0163650214084951,957,1,train
13373.0,15654.0,16707.0,17883.0,18884.0,18043.0,0.16490450682895363,-0.004453599064744196,-0.027225501128729568,-0.0664639055371679,0.027225501128729568,0.022774663525333767,956,1,train
11876.0,13729.0,14844.0,17808.0,19066.0,17156.0,0.41622198505869795,0.018647751973458415,-0.03411617942181483,-0.12934014015283635,0.03411617942181483,0.0527303848489868,956,1,train
13383.0,15472.0,16552.0,18622.0,19430.0,18201.0,0.29466192170818506,0.011433071721478423,-0.02123410070429938,-0.09239162315950021,0.02123410070429938,0.03265924370864447,957,1,train
15434.0,17828.0,19141.0,20323.0,20157.0,18855.0,0.15220190574298223,0.03747000867833988,0.004100790513833992,-0.06539802364289271,-0.004100790513833992,0.0333743463549677,957,1,train
15434.0,17828.0,19141.0,20323.0,20157.0,18855.0,0.15220190574298223,0.03747000867833988,0.004100790513833992,-0.06539802364289271,-0.004100790513833992,0.0333743463549677,957,1,train
12262.0,14321.0,15667.0,17132.0,17884.0,16633.0,0.19105372978612414,0.014778616911002518,-0.021475896732922092,-0.08937144310558612,0.021475896732922092,0.03624301069038445,954,1,train
12097.0,13987.0,15089.0,16735.0,17519.0,16633.0,0.2487532114251171,0.0030568209062574923,-0.02288783791673965,-0.08944730160796824,0.02288783791673965,0.025942843757320217,954,1,train
11876.0,13911.0,15204.0,16603.0,18339.0,16633.0,0.18645377972065252,-9.026356962330003E-4,-0.049682330719477995,-0.08822179982958642,0.049682330719477995,0.04878188264897632,954,1,train
12330.0,14350.0,15783.0,17132.0,18156.0,17192.0,0.1742353792105807,-0.0017480480130520918,-0.02901836318295171,-0.08836795629248459,0.02901836318295171,0.027271698540228585,954,1,train
12262.0,14321.0,15667.0,17132.0,17884.0,16633.0,0.19105372978612414,0.014778616911002518,-0.021475896732922092,-0.08937144310558612,0.021475896732922092,0.03624301069038445,954,1,train
11632.0,13491.0,14892.0,17008.0,17702.0,16110.0,0.27665917054547357,0.027115163959176278,-0.01999423797176606,-0.11531525623790943,0.01999423797176606,0.04708387554714303,954,1,train
11500.0,13470.0,15054.0,17311.0,18975.0,17548.0,0.263840830449827,-0.006798818095757193,-0.045857906630656455,-0.12478476982554174,0.045857906630656455,0.03907127015853024,954,1,train
12623.0,14614.0,16111.0,18001.0,18975.0,17800.0,0.23630316821284789,0.005614368313734254,-0.026341410644742536,-0.10384792273493791,0.026341410644742536,0.03195105370496261,954,1,train
12192.0,14115.0,15474.0,16887.0,18430.0,17156.0,0.19311720970916246,-0.00790177128925183,-0.043690007645043466,-0.08941358622024385,0.043690007645043466,0.03580059573989771,956,1,train
12250.0,14501.0,15908.0,17648.0,18702.0,17678.0,0.20497596833474696,-8.492328596501161E-4,-0.028995873452544705,-0.09788795919002147,0.028995873452544705,0.028147333699835075,956,1,train
12641.0,15014.0,16810.0,18374.0,19953.0,19010.0,0.16006549994882815,-0.01701262572223411,-0.041198110992250896,-0.10063495866778484,0.041198110992250896,0.024202448476760004,956,1,train
12609.0,15014.0,17044.0,18353.0,20423.0,19561.0,0.12562138922477495,-0.0318615814738619,-0.05338353620796369,-0.10006893038031588,0.05338353620796369,0.02155862344937975,957,1,train
12461.0,14373.0,15908.0,17505.0,17793.0,16862.0,0.20478034519016233,0.01870980882823639,-0.00815910249872514,-0.09824957651044608,0.00815910249872514,0.026864810272687924,956,1,train
